Gene	Des	score	species	GO_description
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	catalytic activity
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	hydrolase activity, acting on glycosyl bonds
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	molecular_function
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	hydrolase activity
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	chitin binding
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	binding
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	carbohydrate derivative binding
Glyma.17G217000	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein	0.2307928379891688	C. gregata	molecular_function
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	calcium ion binding
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	binding
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	molecular_function
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cation binding
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	ion binding
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	metal ion binding
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	calcium ion transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	biological_process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	metal ion transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	ion transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	localization
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	divalent metal ion transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	establishment of localization
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	divalent inorganic cation transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cation transport
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	mitochondrion
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cytoplasm
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	intracellular
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	intracellular part
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	organelle
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cytoplasmic part
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cell
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	membrane-bounded organelle
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular_component
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	intracellular membrane-bounded organelle
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cell part
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	intracellular organelle
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	negative regulation of mitochondrial calcium ion concentration
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	regulation of biological quality
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	metal ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	biological_process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	single-organism cellular process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular calcium ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	chemical homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	mitochondrial calcium ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular divalent inorganic cation homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	single-organism process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	calcium ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	inorganic ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	divalent inorganic cation homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular cation homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular chemical homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	homeostatic process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cation homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular process
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular metal ion homeostasis
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	biological regulation
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cell
Glyma.17G213600	calcium-binding EF hand family protein	0.3022635846822818	C. gregata	cellular_component
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein targeting to vacuole
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein localization to organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	amide transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	biological_process
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein localization to vacuole
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular protein localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	organic substance transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	establishment of protein localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	establishment of protein localization to organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	establishment of localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein targeting
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	establishment of localization in cell
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	establishment of protein localization to vacuole
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	macromolecule localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	peptide transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular protein transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular macromolecule localization
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	vacuolar transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	nitrogen compound transport
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	clathrin binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	molecular_function
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	thylakoid
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular_component
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	phospholipid binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	anion binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	molecular_function
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	lipid binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	ion binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	actin filament
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	non-membrane-bounded organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cytoskeletal part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	supramolecular polymer
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	supramolecular fiber
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cytoskeleton
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular non-membrane-bounded organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular organelle part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	supramolecular complex
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	organelle part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	polymeric cytoskeletal fiber
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular_component
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	actin cytoskeleton
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protease binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	molecular_function
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	protein binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	enzyme binding
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	Golgi apparatus
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cytoplasm
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cytoplasmic part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	membrane-bounded organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular membrane-bounded organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cellular_component
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	cell part
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	intracellular organelle
Glyma.17G231800	EPSIN1 plays an important role in the vacuolar trafficking of soluble proteins at the trans-Golgi network  via its interaction with gamma-ADR%2C VTI11%2C VSR1%2C and clathrin. Associated  with actin filaments and with the Golgi complex. Expressed in most tissues.	0.2430695476964751	C. gregata	endomembrane system
